x,y
0,0.0003403675970047651
0,0.0006807351940095302
0,0.0010211027910142954
0,0.0013614703880190605
0,0.0017018379850238256
0,0.0020422055820285907
0,0.002382573179033356
0,0.002722940776038121
0,0.0030633083730428863
0,0.0034036759700476512
0,0.0037440435670524166
0,0.0040844111640571815
0,0.004424778761061947
0,0.004765146358066712
0,0.0051055139550714775
0,0.005445881552076242
0,0.005786249149081007
0,0.006126616746085773
0,0.006466984343090538
0,0.0068073519400953025
0,0.007147719537100068
0,0.007488087134104833
0,0.007828454731109599
0,0.008168822328114363
0,0.00850918992511913
1,0.008849557522123894
1,0.009189925119128658
1,0.009530292716133424
1,0.009870660313138189
1,0.010211027910142955
1,0.01055139550714772
1,0.010891763104152484
1,0.01123213070115725
1,0.011572498298162015
2,0.011912865895166781
2,0.012253233492171545
2,0.01259360108917631
2,0.012933968686181076
2,0.01327433628318584
2,0.013614703880190605
2,0.013955071477195371
2,0.014295439074200136
2,0.014635806671204902
2,0.014976174268209666
2,0.01531654186521443
2,0.015656909462219197
2,0.015997277059223963
2,0.016337644656228726
2,0.016678012253233492
2,0.01701837985023826
2,0.01735874744724302
2,0.017699115044247787
2,0.018039482641252554
2,0.018379850238257316
2,0.018720217835262083
2,0.01906058543226685
2,0.019400953029271615
2,0.019741320626276378
2,0.020081688223281144
2,0.02042205582028591
2,0.020762423417290673
2,0.02110279101429544
2,0.021443158611300205
2,0.021783526208304968
2,0.022123893805309734
2,0.0224642614023145
2,0.022804628999319263
2,0.02314499659632403
2,0.023485364193328796
2,0.023825731790333562
2,0.024166099387338325
2,0.02450646698434309
2,0.024846834581347857
3,0.02518720217835262
3,0.025527569775357386
3,0.025867937372362152
3,0.026208304969366915
3,0.02654867256637168
3,0.026889040163376447
3,0.02722940776038121
3,0.027569775357385976
3,0.027910142954390742
3,0.02825051055139551
3,0.02859087814840027
3,0.028931245745405038
3,0.029271613342409804
3,0.029611980939414567
3,0.029952348536419333
3,0.0302927161334241
3,0.03063308373042886
3,0.030973451327433628
3,0.031313818924438394
3,0.03165418652144316
3,0.031994554118447927
3,0.032334921715452686
3,0.03267528931245745
3,0.03301565690946222
3,0.033356024506466984
3,0.03369639210347175
3,0.03403675970047652
3,0.03437712729748128
3,0.03471749489448604
3,0.03505786249149081
3,0.035398230088495575
3,0.03573859768550034
